OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,X14068_X_I,X14068FY_X_I,ACSHSGRAD_P,ACSVET_P_1,ACS35NOHI_P,ACSEDNOSCH_P,ACSGRNTI50_P,ACSBLWPV_P,ACSPUBAI_P,ACSHHDIS_P,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,AD-58,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,44,1580,43,31.77,137,9.34,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,124,129,19.08,9.05,3.69,1.04,18.18,7.27,1.5,20.75,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,105,115,0,0,4,0,0.0,1145.84,0,0.0,3886.45,1,38.07,642.38,8,0,0.0,1945.87,0.0,0,0.0,0,0.43,1,74.16,1,0.0,0,2.18,39.19,31.0,1.09,28.71,5,51.05
1800,1,515,1129,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.05759043,-118.29224112,"3012 W 8TH ST, 90005",270.0,34.0575904332_-118.292241117_270.jpg,1.0,0.7208,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1801,1,515,1158,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.05869603,-118.28353841,"736 S RAMPART BLVD, 90057",90.0,34.058696025_-118.283538409_90.jpg,1.0,0.9331,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1802,1,515,1159,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.05869603,-118.28353841,"736 S RAMPART BLVD, 90057",180.0,34.058696025_-118.283538409_180.jpg,1.0,0.9015,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1803,1,515,1345,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v2_remaining_model6_2026-05-08,34.05691236,-118.2886748,"2877 W FRANCIS AVE, 90005",0.0,34.0569123633_-118.2886748_0.jpg,1.0,0.8491,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1804,1,515,1352,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v2_remaining_model6_2026-05-08,34.05884103,-118.28839763,"2959 W LEEWARD AVE, 90005",180.0,34.0588410318_-118.288397631_180.jpg,1.0,0.8814,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1805,1,515,1353,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v2_remaining_model6_2026-05-08,34.05884103,-118.28839763,"2959 W LEEWARD AVE, 90005",270.0,34.0588410318_-118.288397631_270.jpg,1.0,0.8048,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1806,1,515,1643,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.0585639,-118.28879015,"2974 W LEEWARD AVE, 90005",90.0,34.0585639038_-118.288790152_90.jpg,1.0,0.6676,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1807,1,515,1646,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.0585639,-118.28879015,"2974 W LEEWARD AVE, 90005",180.0,34.0585639038_-118.288790152_180.jpg,1.0,0.7788,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1808,1,515,1664,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.0585413,-118.28363259,"746 S RAMPART BLVD, 90057",90.0,34.0585412985_-118.283632586_90.jpg,1.0,0.8874,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1809,1,515,1729,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.06242245,-118.28136654,"6TH ST AT RAMPART BLVD, 90057",0.0,34.0624224544_-118.281366545_0.jpg,1.0,0.6565,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1810,1,515,1814,AE-26,37,US,323,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,125,23378,81,62.88,54,1.15,14,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,55,16.71,1.09,11.22,6.41,29.88,27.36,5.29,20.77,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.06156917,-118.28359606,"2801 W WILSHIRE BLVD, 90057",0.0,34.0615691692_-118.283596059_0.jpg,1.0,0.6245,tent,1.295,17.47,29.74,16.36,0,0,,,126,0,0,1,2,6,1,1,1,0,1,1,2143,2170,0,5,10,38,2075.69,365.98,0,0.0,1892.91,0,0.0,1357.27,9,0,0.0,1974.82,5.29,1,0.0,0,1.26,1,100.0,1,0.0,0,1.23,9.67,77.5,1.23,11.6,5,83.88
1811,1,516,648,U-13,37,US,588,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,96,93,2426,114,30.59,83,1.92,15,US,588,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,89,8.71,1.21,4.67,3.78,34.5,6.96,6.53,21.92,api_test_workflow_v2_remaining_model6_2026-05-08,34.2014068,-118.39600367,"12082 W SHERMAN ROAD, 91605",270.0,34.2014068045_-118.396003666_270.jpg,1.0,0.7605,tent,1.295,17.47,29.74,16.36,0,0,,,30,0,1,0,0,0,0,0,0,0,0,0,527,541,0,0,0,88,11336.83,69.84,26,7117.71,168.66,0,0.0,893.3,2,2,2000.14,331.44,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.61,11.21,68.83,4.29,15.67,5,78.0
1812,1,517,407,V-13,38,US,589,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,100,119,9545,76,77.37,74,1.12,16,US,589,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,88,22.12,0.56,8.51,10.95,31.47,17.77,7.36,25.21,api_test_workflow_v2_20pct_model6_2026-05-07,34.2100313,-118.38911353,"7659 N SIMPSON AVE, 91605",0.0,34.2100313035_-118.38911353_0.jpg,1.0,0.7951,tent,1.295,17.47,29.74,16.36,0,0,,,51,0,0,0,0,1,0,0,0,0,0,3,787,757,0,0,4,22,1223.19,64.33,0,0.0,1391.2,0,0.0,1470.84,5,0,0.0,1535.77,0.71,1,0.0,0,0.71,1,100.0,1,0.0,0,2.19,16.83,64.94,4.03,14.2,5,74.8
1813,1,517,408,V-13,38,US,589,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,100,119,9545,76,77.37,74,1.12,16,US,589,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,88,22.12,0.56,8.51,10.95,31.47,17.77,7.36,25.21,api_test_workflow_v2_20pct_model6_2026-05-07,34.2100313,-118.38911353,"7659 N SIMPSON AVE, 91605",90.0,34.2100313035_-118.38911353_90.jpg,1.0,0.8214,tent,1.295,17.47,29.74,16.36,0,0,,,51,0,0,0,0,1,0,0,0,0,0,3,787,757,0,0,4,22,1223.19,64.33,0,0.0,1391.2,0,0.0,1470.84,5,0,0.0,1535.77,0.71,1,0.0,0,0.71,1,100.0,1,0.0,0,2.19,16.83,64.94,4.03,14.2,5,74.8
1814,1,517,1721,V-13,38,US,589,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,100,119,9545,76,77.37,74,1.12,16,US,589,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,88,22.12,0.56,8.51,10.95,31.47,17.77,7.36,25.21,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.20845233,-118.39001561,"SATICOY ST AT MORELLA AVE, 91605",270.0,34.2084523252_-118.390015615_270.jpg,1.0,0.7983,tent,1.295,17.47,29.74,16.36,0,0,,,51,0,0,0,0,1,0,0,0,0,0,3,787,757,0,0,4,22,1223.19,64.33,0,0.0,1391.2,0,0.0,1470.84,5,0,0.0,1535.77,0.71,1,0.0,0,0.71,1,100.0,1,0.0,0,2.19,16.83,64.94,4.03,14.2,5,74.8
1815,0,518,-1,AO-21,38,US,426,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,112,65,3706,174,40.37,144,1.66,17,US,339,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,137,137,13.13,2.32,2.52,2.08,15.5,7.34,3.88,15.66,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,30,0,0,0,0,0,0,0,0,0,0,0,126,123,0,0,0,11,3136.4,267.24,11,3136.4,267.24,1,1255.2,182.11,0,2,2495.21,266.39,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,7.31,34.85,39.33,3.87,21.94,5,55.34
1816,0,519,-1,W-13,39,US,590,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,122,137,4688,83,83.81,71,3.03,18,US,590,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,79,85,26.17,1.85,6.02,9.14,32.43,21.94,11.88,29.06,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,30,0,0,0,0,2,0,0,0,0,0,0,426,425,0,0,6,22,1329.09,72.09,0,0.0,2268.98,7,193.69,516.44,3,0,0.0,2367.04,6.62,1,0.0,0,1.57,1,100.0,1,0.0,0,1.4,9.99,72.57,3.51,13.94,5,80.38
1817,0,520,-1,X-13,40,US,591,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,143,4994,140,82.38,97,0.95,19,US,591,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,95,101,27.83,1.09,11.27,8.87,35.54,11.02,3.3,35.75,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,18,0,0,0,0,0,0,0,0,0,0,1,435,431,0,0,0,25,1232.94,222.53,0,0.0,1474.51,3,26.21,652.89,0,0,0.0,1476.44,0.12,1,0.0,0,0.12,1,100.0,1,0.0,0,0.96,10.33,65.76,3.94,19.96,5,75.74
1818,1,521,106,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_30pct_model6_2026-05-08,34.06242969,-118.2784911,"503 S CARONDELET ST, 90057",0.0,34.0624296939_-118.278491101_0.jpg,1.0,0.7454,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1819,1,521,324,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_5pct_2026-04-25,34.06633664,-118.2692414,"104 N MOUNTAIN VIEW AVE, 90026",90.0,34.0663366414_-118.269241404_90.jpg,1.0,0.7842,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1820,1,521,437,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07,34.06129128,-118.27537199,"463 S LAKE ST, 90057",0.0,34.0612912762_-118.27537199_0.jpg,1.0,0.8928,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1821,1,521,438,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07,34.06129128,-118.27537199,"463 S LAKE ST, 90057",270.0,34.0612912762_-118.27537199_270.jpg,2.0,0.7826,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1822,1,521,475,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07,34.06236496,-118.27853307,"505 S CARONDELET ST, 90057",0.0,34.0623649576_-118.278533073_0.jpg,1.0,0.6513,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1823,1,521,478,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07,34.05872279,-118.27561476,"631 S ALVARADO ST, 90057",180.0,34.0587227929_-118.275614762_180.jpg,1.0,0.7076,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1824,1,521,491,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07,34.06186376,-118.27024386,"BONNIE BRAE ST AT 3RD ST, 90057",90.0,34.061863761_-118.27024386_90.jpg,1.0,0.6997,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1825,1,521,500,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07,34.06153964,-118.27519583,"451 S LAKE ST, 90057",270.0,34.0615396375_-118.275195828_270.jpg,1.0,0.6959,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1826,1,521,569,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.06610426,-118.27017707,"109 S MOUNTAIN VIEW AVE, 90057",0.0,34.0661042576_-118.27017707_0.jpg,1.0,0.7155,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1827,1,521,570,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.06610426,-118.27017707,"109 S MOUNTAIN VIEW AVE, 90057",90.0,34.0661042576_-118.27017707_90.jpg,1.0,0.8353,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1828,1,521,571,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.06610426,-118.27017707,"109 S MOUNTAIN VIEW AVE, 90057",270.0,34.0661042576_-118.27017707_270.jpg,1.0,0.8487,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
1829,1,521,590,AF-26,39,US,324,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,87,110,23794,136,70.99,58,1.66,20,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,58,17.1,1.37,11.52,11.04,28.41,30.97,6.28,28.76,api_test_workflow_v2_30pct_model6_2026-05-08,34.06637641,-118.26947732,"101 N MOUNTAIN VIEW AVE, 90026",0.0,34.0663764089_-118.269477322_0.jpg,1.0,0.8249,tent,1.295,17.47,29.74,16.36,0,0,,,120,1,0,0,0,1,0,1,1,0,0,4,1678,1619,0,4,4,40,2548.14,143.29,0,0.0,1045.44,0,0.0,1623.43,10,0,0.0,1073.66,2.69,1,0.0,0,0.0,0,100.0,1,0.0,0,2.19,18.07,60.96,1.84,19.12,5,72.02
