OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,ACSHHDIS_P,ACSPUBAI_P,ACSGRNTI50_P,ACSEDNOSCH_P,ACS35NOHI_P,ACSVET_P_1,ACSHSGRAD_P,ACSHHPBLPV_P,X14068_X_I,X14068FY_X_I,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,I-10,0,US,411,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89,85,8099,45,49.92,118,2.89,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23.57,2.12,25.67,5.37,4.36,1.96,14.08,9.85,104,106,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,57,0,0,0,0,1,1,0,0,0,0,2,751,747,0,0,2,43,3904.06,128.42,0,0.0,3741.23,1,1497.94,125.49,9,0,0.0,3769.86,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.7,20.34,52.62,6.47,20.58,5,66.02
1480,1,460,1039,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.04752641,-118.26610747,"1040 W JAMES M. WOOD BLVD, 90015",0.0,34.0475264107_-118.266107466_0.jpg,1.0,0.8094,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1481,1,460,1040,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.04752641,-118.26610747,"1040 W JAMES M. WOOD BLVD, 90015",270.0,34.0475264107_-118.266107466_270.jpg,1.0,0.6672,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1482,1,460,1185,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04200688,-118.26718983,"1201 S FIGUEROA ST, 90015",0.0,34.0420068812_-118.267189827_0.jpg,1.0,0.7054,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1483,1,460,1327,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v2_remaining_model6_2026-05-08,34.04929776,-118.26776379,"806 S GARLAND AVE, 90017",0.0,34.0492977641_-118.267763792_0.jpg,2.0,0.8816,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1484,1,460,1328,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v2_remaining_model6_2026-05-08,34.04929776,-118.26776379,"806 S GARLAND AVE, 90017",270.0,34.0492977641_-118.267763792_270.jpg,1.0,0.7368,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1485,1,460,1410,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03946353,-118.25817836,"1055 S MAIN ST, 90015",0.0,34.0394635263_-118.258178359_0.jpg,2.0,0.8596,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1486,1,460,1414,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03946353,-118.25817836,"1055 S MAIN ST, 90015",270.0,34.0394635263_-118.258178359_270.jpg,2.0,0.8716,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1487,1,460,1739,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04962121,-118.26751596,"HARBOR FRWY AT 8TH ST, 90017",0.0,34.0496212105_-118.267515958_0.jpg,1.0,0.7852,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1488,1,460,1740,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04962121,-118.26751596,"HARBOR FRWY AT 8TH ST, 90017",90.0,34.0496212105_-118.267515958_90.jpg,1.0,0.9248,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1489,1,460,1741,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04962121,-118.26751596,"HARBOR FRWY AT 8TH ST, 90017",180.0,34.0496212105_-118.267515958_180.jpg,1.0,0.7218,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1490,1,460,1748,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04887174,-118.26691679,"1136 W 8TH PL, 90017",0.0,34.0488717395_-118.26691679_0.jpg,2.0,0.8118,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1491,1,460,1777,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04978113,-118.2665641,"1141 W 8TH ST, 90017",270.0,34.0497811313_-118.266564101_270.jpg,2.0,0.8521,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1492,1,460,1809,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04887174,-118.26691679,"1136 W 8TH PL, 90017",90.0,34.0488717395_-118.26691679_90.jpg,1.0,0.7687,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1493,1,460,1810,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04887174,-118.26691679,"1136 W 8TH PL, 90017",180.0,34.0488717395_-118.26691679_180.jpg,2.0,0.8133,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1494,1,460,1866,AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04701908,-118.26473808,"FRANCISCO ST AT JAMES M. WOOD BLVD, 90017",270.0,34.0470190756_-118.264738082_270.jpg,1.0,0.9194,tent,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5,88.53
1495,1,461,4,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.0470355,-118.25661665,"700 S GRAND AVE, 90017",0.0,34.0470355016_-118.256616654_0.jpg,1.0,0.666,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1496,1,461,155,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v2_remaining_model6_2026-05-08,34.04539152,-118.24553867,"437 S WALL ST, 90013",180.0,34.0453915178_-118.245538666_180.jpg,1.0,0.6592,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1497,1,461,321,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v2_5pct_2026-04-25,34.0433874,-118.24748995,"260 E 6TH ST, 90014",90.0,34.0433873987_-118.24748995_90.jpg,2.0,0.6776,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1498,1,461,589,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v2_30pct_model6_2026-05-08,34.04389709,-118.24656388,"538 S WALL ST, 90013",180.0,34.0438970911_-118.246563876_180.jpg,2.0,0.7119,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1499,1,461,837,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.04348454,-118.24585953,"545 S SAN JULIAN ST, 90013",270.0,34.0434845361_-118.245859526_270.jpg,3.0,0.8215,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1500,1,461,870,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.043576,-118.24684782,"560 S WALL ST, 90013",90.0,34.0435760015_-118.246847823_90.jpg,4.0,0.8824,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1501,1,461,871,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.043576,-118.24684782,"560 S WALL ST, 90013",180.0,34.0435760015_-118.246847823_180.jpg,2.0,0.8927,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1502,1,461,872,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.043576,-118.24684782,"560 S WALL ST, 90013",270.0,34.0435760015_-118.246847823_270.jpg,1.0,0.6976,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1503,1,461,1034,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.04597116,-118.24476327,"412 S WALL ST, 90013",270.0,34.045971162_-118.244763265_270.jpg,2.0,0.7184,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1504,1,461,1046,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.04553182,-118.24524205,"WINSTON ST AT WALL ST, 90013",90.0,34.0455318205_-118.245242049_90.jpg,1.0,0.8105,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1505,1,461,1258,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04367337,-118.2467569,"548 S WALL ST, 90013",90.0,34.0436733696_-118.246756898_90.jpg,1.0,0.9293,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1506,1,461,1259,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04367337,-118.2467569,"548 S WALL ST, 90013",180.0,34.0436733696_-118.246756898_180.jpg,5.0,0.825,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1507,1,461,1526,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.0445329,-118.24450019,"411 E 5TH ST, 90013",0.0,34.0445328995_-118.244500193_0.jpg,1.0,0.8972,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1508,1,461,1574,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.04457049,-118.24502583,"SAN JULIAN ST AT 5TH ST, 90013",90.0,34.0445704876_-118.245025831_90.jpg,1.0,0.7598,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
